"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
848,"toxel",48,4,110,"electric","poison","rattled"," static"," klutz","growl"," acid"," rest"," substitute",40,38,35,54,35,40
849,"toxtricity-amped",176,16,400,"electric","poison","punk-rock"," plus"," technician","mega-punch"," fire-punch"," thunder-punch"," mega-kick",75,98,70,114,70,75
850,"sizzlipede",61,7,10,"fire","bug","flash-fire"," white-smoke"," flame-body","slam"," wrap"," bite"," ember",50,65,45,50,50,45
851,"centiskorch",184,30,1200,"fire","bug","flash-fire"," white-smoke"," flame-body","slam"," wrap"," bite"," ember",100,115,65,90,90,65
852,"clobbopus",62,6,40,"fighting",NA,"limber"," technician",NA,"mega-punch"," ice-punch"," bind"," body-slam",50,68,60,50,50,32
853,"grapploct",168,16,390,"fighting",NA,"limber"," technician",NA,"mega-punch"," ice-punch"," bind"," body-slam",80,118,90,70,80,42
854,"sinistea-phony",62,1,2,"ghost",NA,"weak-armor"," cursed-body",NA,"psybeam"," mega-drain"," psychic"," night-shade",40,45,45,74,54,50
855,"polteageist-phony",178,2,4,"ghost",NA,"weak-armor"," cursed-body",NA,"psybeam"," hyper-beam"," mega-drain"," psychic",60,65,65,134,114,70
856,"hatenna",53,4,34,"psychic",NA,"healer"," anticipation"," magic-bounce","psybeam"," thunder-wave"," confusion"," psychic",42,30,45,56,53,39
857,"hattrem",130,6,48,"psychic",NA,"healer"," anticipation"," magic-bounce","psybeam"," thunder-wave"," confusion"," psychic",57,40,65,86,73,49
858,"hatterene",255,21,51,"psychic","fairy","healer"," anticipation"," magic-bounce","swords-dance"," psybeam"," hyper-beam"," thunder-wave",57,90,95,136,103,29
859,"impidimp",53,4,55,"dark","fairy","prankster"," frisk"," pickpocket","mega-punch"," mega-kick"," take-down"," bite",45,45,30,55,40,50
860,"morgrem",130,8,125,"dark","fairy","prankster"," frisk"," pickpocket","mega-punch"," mega-kick"," take-down"," bite",65,60,45,75,55,70
861,"grimmsnarl",255,15,610,"dark","fairy","prankster"," frisk"," pickpocket","mega-punch"," fire-punch"," ice-punch"," thunder-punch",95,120,65,95,75,60
862,"obstagoon",260,16,460,"dark","normal","reckless"," guts"," defiant","mega-punch"," fire-punch"," ice-punch"," thunder-punch",93,90,101,60,81,95
863,"perrserker",154,8,280,"steel",NA,"battle-armor"," tough-claws"," steely-spirit","pay-day"," scratch"," swords-dance"," body-slam",70,110,100,50,60,50
864,"cursola",179,10,4,"ghost",NA,"weak-armor"," perish-body",NA,"tackle"," body-slam"," pin-missile"," disable",60,95,50,145,130,30
865,"sirfetchd",177,8,1170,"fighting",NA,"steadfast"," scrappy",NA,"swords-dance"," slam"," sand-attack"," body-slam",62,135,95,68,82,65
866,"mr-rime",182,15,582,"ice","psychic","tangled-feet"," screen-cleaner"," ice-body","pound"," mega-punch"," ice-punch"," double-kick",80,85,75,110,100,70
867,"runerigus",169,16,666,"ground","ghost","wandering-spirit",NA,NA,"slam"," disable"," hyper-beam"," earthquake",58,95,145,50,105,30
868,"milcery",54,2,3,"fairy",NA,"sweet-veil"," aroma-veil",NA,"tackle"," recover"," acid-armor"," rest",45,40,40,50,61,34
869,"alcremie-vanilla-cream-strawberry-sweet",173,3,5,"fairy",NA,"sweet-veil"," aroma-veil",NA,"tackle"," hyper-beam"," solar-beam"," psychic",65,60,75,110,121,64
870,"falinks",165,30,620,"fighting",NA,"battle-armor"," defiant",NA,"swords-dance"," headbutt"," tackle"," body-slam",65,100,100,70,60,75
871,"pincurchin",152,3,10,"electric",NA,"lightning-rod"," electric-surge",NA,"fury-attack"," body-slam"," take-down"," pin-missile",48,101,95,91,85,15
872,"snom",37,3,38,"ice","bug","shield-dust"," ice-scales",NA,"rest"," substitute"," snore"," powder-snow",30,25,35,45,30,20
873,"frosmoth",166,13,420,"ice","bug","shield-dust"," ice-scales",NA,"take-down"," mist"," ice-beam"," blizzard",70,65,60,125,90,65
874,"stonjourner",165,25,5200,"rock",NA,"power-spot",NA,NA,"stomp"," mega-kick"," body-slam"," take-down",100,125,135,20,20,70
875,"eiscue-ice",165,14,890,"ice",NA,"ice-face",NA,NA,"ice-punch"," headbutt"," tackle"," body-slam",75,80,110,65,90,50
876,"indeedee-male",166,9,280,"psychic","normal","inner-focus"," synchronize"," psychic-surge","pay-day"," body-slam"," take-down"," psybeam",60,65,55,105,95,95
877,"morpeko-full-belly",153,3,30,"electric","dark","hunger-switch",NA,NA,"thunder-punch"," take-down"," thrash"," double-edge",58,95,58,70,58,97
878,"cufant",66,12,1000,"steel",NA,"sheer-force"," heavy-metal",NA,"whirlwind"," slam"," stomp"," mega-kick",72,80,49,40,49,40
879,"copperajah",175,30,6500,"steel",NA,"sheer-force"," heavy-metal",NA,"stomp"," mega-kick"," tackle"," body-slam",122,130,69,80,69,30
880,"dracozolt",177,18,1900,"electric","dragon","volt-absorb"," hustle"," sand-rush","mega-punch"," thunder-punch"," slam"," stomp",90,100,90,80,70,75
881,"arctozolt",177,23,1500,"electric","ice","volt-absorb"," static"," slush-rush","mega-punch"," thunder-punch"," slam"," mega-kick",90,100,90,90,80,55
882,"dracovish",177,23,2150,"water","dragon","water-absorb"," strong-jaw"," sand-rush","stomp"," mega-kick"," tackle"," body-slam",90,90,100,70,80,75
883,"arctovish",177,20,1750,"water","ice","water-absorb"," ice-body"," slush-rush","body-slam"," bite"," water-gun"," hydro-pump",90,90,100,80,90,55
884,"duraludon",187,18,400,"steel","dragon","light-metal"," heavy-metal"," stalwart","swords-dance"," body-slam"," take-down"," double-edge",70,95,115,120,50,85
885,"dreepy",54,5,20,"dragon","ghost","clear-body"," infiltrator"," cursed-body","bite"," disable"," thunder-wave"," quick-attack",28,60,30,40,30,82
886,"drakloak",144,14,110,"dragon","ghost","clear-body"," infiltrator"," cursed-body","take-down"," double-edge"," bite"," flamethrower",68,80,50,60,50,102
887,"dragapult",300,30,500,"dragon","ghost","clear-body"," infiltrator"," cursed-body","fly"," body-slam"," take-down"," double-edge",88,120,75,100,75,142
888,"zacian",335,28,1100,"fairy",NA,"intrepid-sword",NA,NA,"swords-dance"," body-slam"," take-down"," bite",92,120,115,80,115,138
889,"zamazenta",335,29,2100,"fighting",NA,"dauntless-shield",NA,NA,"body-slam"," take-down"," bite"," roar",92,120,115,80,115,138
890,"eternatus",345,200,9500,"poison","dragon","pressure",NA,NA,"fly"," body-slam"," take-down"," flamethrower",140,85,95,145,95,130
891,"kubfu",77,6,120,"fighting",NA,"inner-focus",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",60,90,60,53,50,72
892,"urshifu-single-strike",275,19,1050,"fighting","dark","unseen-fist",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",100,130,100,63,60,97
893,"zarude",300,18,700,"dark","grass","leaf-guard",NA,NA,"mega-punch"," scratch"," swords-dance"," bind",105,120,105,70,95,105
894,"regieleki",290,12,1450,"electric",NA,"transistor",NA,NA,"body-slam"," take-down"," thrash"," hyper-beam",80,100,50,100,50,200
895,"regidrago",290,21,2000,"dragon",NA,"dragons-maw",NA,NA,"vice-grip"," body-slam"," take-down"," thrash",200,100,50,100,50,80
896,"glastrier",290,22,8000,"ice",NA,"chilling-neigh",NA,NA,"swords-dance"," stomp"," double-kick"," tackle",100,145,130,65,110,30
897,"spectrier",290,20,445,"ghost",NA,"grim-neigh",NA,NA,"stomp"," double-kick"," tackle"," body-slam",100,65,60,145,80,130
898,"calyrex",250,11,77,"psychic","grass","unnerve",NA,NA,"pound"," pay-day"," take-down"," psybeam",100,80,80,80,80,80
899,"wyrdeer",263,18,951,"normal","psychic","intimidate"," frisk"," sap-sipper","stomp"," sand-attack"," tackle"," body-slam",103,105,72,105,75,65
900,"kleavor",175,18,890,"bug","rock","swarm"," sheer-force"," sharpness","swords-dance"," take-down"," double-edge"," leer",70,135,95,45,70,85
901,"ursaluna",275,24,2900,"ground","normal","guts"," bulletproof"," unnerve","fire-punch"," ice-punch"," thunder-punch"," scratch",130,140,105,45,80,50
902,"basculegion-male",265,30,1100,"water","ghost","swift-swim"," adaptability"," mold-breaker","headbutt"," tackle"," take-down"," thrash",120,112,65,80,75,78
903,"sneasler",102,13,430,"fighting","poison","pressure"," unburden"," poison-touch","fire-punch"," scratch"," swords-dance"," take-down",80,130,60,40,80,120
904,"overqwil",179,25,605,"dark","poison","poison-point"," swift-swim"," intimidate","swords-dance"," tackle"," take-down"," double-edge",85,115,95,65,65,85
905,"enamorus-incarnate",116,16,480,"fairy","flying","cute-charm"," contrary",NA,"fly"," tackle"," body-slam"," take-down",74,115,70,135,80,106
906,"sprigatito",62,4,41,"grass",NA,"overgrow"," protean",NA,"scratch"," take-down"," tail-whip"," bite",40,61,54,45,45,65
907,"floragato",144,9,122,"grass",NA,"overgrow"," protean",NA,"thunder-punch"," scratch"," take-down"," tail-whip",61,80,63,60,63,83
908,"meowscarada",265,15,312,"grass","dark","overgrow"," protean",NA,"thunder-punch"," scratch"," take-down"," tail-whip",76,110,70,81,70,123
909,"fuecoco",62,4,98,"fire",NA,"blaze"," unaware",NA,"tackle"," body-slam"," take-down"," leer",67,45,59,63,40,36
910,"crocalor",144,10,307,"fire",NA,"blaze"," unaware",NA,"tackle"," body-slam"," take-down"," leer",81,55,78,90,58,49
911,"skeledirge",265,16,3265,"fire","ghost","blaze"," unaware",NA,"tackle"," body-slam"," take-down"," leer",104,75,100,110,75,66
912,"quaxly",62,5,61,"water",NA,"torrent"," moxie",NA,"pound"," wing-attack"," take-down"," growl",55,65,45,50,45,50
913,"quaxwell",144,12,215,"water",NA,"torrent"," moxie",NA,"pound"," wing-attack"," take-down"," growl",70,85,65,65,60,65
914,"quaquaval",265,18,619,"water","fighting","torrent"," moxie",NA,"pound"," swords-dance"," wing-attack"," mega-kick",85,120,80,85,75,85
915,"lechonk",51,5,102,"normal",NA,"aroma-veil"," gluttony"," thick-fat","headbutt"," tackle"," body-slam"," take-down",54,45,40,35,45,35
916,"oinkologne-male",171,10,1200,"normal",NA,"lingering-aroma"," gluttony"," thick-fat","headbutt"," tackle"," body-slam"," take-down",110,100,75,59,80,65
917,"tarountula",42,3,40,"bug",NA,"insomnia"," stakeout",NA,"headbutt"," tackle"," body-slam"," take-down",35,41,45,29,40,20
918,"spidops",141,10,165,"bug",NA,"insomnia"," stakeout",NA,"headbutt"," tackle"," body-slam"," take-down",60,79,92,52,86,35
919,"nymble",42,2,10,"bug",NA,"swarm"," tinted-lens",NA,"double-kick"," tackle"," take-down"," leer",33,46,40,21,25,45
920,"lokix",158,10,175,"bug","dark","swarm"," tinted-lens",NA,"swords-dance"," double-kick"," tackle"," take-down",71,102,78,52,55,92
921,"pawmi",48,3,25,"electric",NA,"static"," natural-cure"," iron-fist","scratch"," slam"," take-down"," bite",45,50,20,40,25,60
922,"pawmo",123,4,65,"electric","fighting","volt-absorb"," natural-cure"," iron-fist","thunder-punch"," scratch"," slam"," take-down",60,75,40,50,40,85
923,"pawmot",245,9,410,"electric","fighting","volt-absorb"," natural-cure"," iron-fist","fire-punch"," ice-punch"," thunder-punch"," scratch",70,115,70,70,60,105
924,"tandemaus",61,3,18,"normal",NA,"run-away"," pickup"," own-tempo","pound"," take-down"," double-edge"," bite",50,50,45,40,45,75
925,"maushold-family-of-four",165,3,23,"normal",NA,"friend-guard"," cheek-pouch"," technician","pound"," take-down"," double-edge"," hyper-beam",74,75,70,65,75,111
926,"fidough",62,3,109,"fairy",NA,"own-tempo"," klutz",NA,"tackle"," body-slam"," take-down"," double-edge",37,55,70,30,55,65
927,"dachsbun",167,5,149,"fairy",NA,"well-baked-body"," aroma-veil",NA,"tackle"," body-slam"," take-down"," double-edge",57,80,115,50,80,95
928,"smoliv",52,3,65,"grass","normal","early-bird"," harvest",NA,"tackle"," absorb"," mega-drain"," leech-seed",41,35,45,58,51,30
929,"dolliv",124,6,119,"grass","normal","early-bird"," harvest",NA,"tackle"," absorb"," mega-drain"," leech-seed",52,53,60,78,78,33
930,"arboliva",255,14,482,"grass","normal","seed-sower"," harvest",NA,"tackle"," hyper-beam"," absorb"," mega-drain",78,69,90,125,109,39
931,"squawkabilly-green-plumage",146,6,24,"normal","flying","intimidate"," hustle"," guts","fly"," fury-attack"," take-down"," double-edge",82,96,51,45,51,92
932,"nacli",56,4,160,"rock",NA,"purifying-salt"," sturdy"," clear-body","headbutt"," tackle"," body-slam"," take-down",55,55,75,35,35,25
933,"naclstack",124,6,1050,"rock",NA,"purifying-salt"," sturdy"," clear-body","headbutt"," tackle"," body-slam"," take-down",60,60,100,35,65,35
934,"garganacl",250,23,2400,"rock",NA,"purifying-salt"," sturdy"," clear-body","fire-punch"," ice-punch"," thunder-punch"," headbutt",100,100,130,45,90,35
935,"charcadet",51,6,105,"fire",NA,"flash-fire"," flame-body",NA,"take-down"," leer"," disable"," ember",40,50,40,50,40,35
936,"armarouge",263,15,850,"fire","psychic","flash-fire"," weak-armor",NA,"take-down"," leer"," ember"," flamethrower",85,60,100,125,80,75
937,"ceruledge",263,16,620,"fire","ghost","flash-fire"," weak-armor",NA,"swords-dance"," take-down"," leer"," ember",75,125,80,60,100,85
938,"tadbulb",54,3,4,"electric",NA,"own-tempo"," static"," damp","tackle"," water-gun"," thunder-shock"," thunderbolt",61,31,41,59,35,45
939,"bellibolt",173,12,1130,"electric",NA,"electromorphosis"," static"," damp","tackle"," water-gun"," hyper-beam"," thunder-shock",109,64,91,103,83,45
940,"wattrel",56,4,36,"electric","flying","wind-power"," volt-absorb"," competitive","fly"," take-down"," growl"," peck",40,40,35,55,40,70
941,"kilowattrel",172,14,386,"electric","flying","wind-power"," volt-absorb"," competitive","fly"," take-down"," growl"," hyper-beam",70,70,60,105,60,125
942,"maschiff",68,5,160,"dark",NA,"intimidate"," run-away"," stakeout","headbutt"," tackle"," body-slam"," take-down",60,78,60,40,51,51
943,"mabosstiff",177,11,610,"dark",NA,"intimidate"," guard-dog"," stakeout","headbutt"," tackle"," body-slam"," take-down",80,120,90,60,70,85
944,"shroodle",58,2,7,"poison","normal","unburden"," pickpocket"," prankster","scratch"," swords-dance"," take-down"," double-edge",40,65,35,40,35,75
945,"grafaiai",170,7,272,"poison","normal","unburden"," poison-touch"," prankster","scratch"," swords-dance"," take-down"," double-edge",63,95,65,80,72,110
946,"bramblin",55,6,6,"grass","ghost","wind-rider"," infiltrator",NA,"disable"," absorb"," mega-drain"," leech-seed",40,65,30,45,35,60
947,"brambleghast",168,12,60,"grass","ghost","wind-rider"," infiltrator",NA,"disable"," hyper-beam"," absorb"," mega-drain",55,115,70,80,70,90
948,"toedscool",67,9,330,"ground","grass","mycelium-might"," mycelium-might",NA,"tackle"," wrap"," supersonic"," absorb",40,40,35,50,100,70
949,"toedscruel",180,19,580,"ground","grass","mycelium-might"," mycelium-might",NA,"tackle"," wrap"," supersonic"," hyper-beam",80,70,65,80,120,100
950,"klawf",158,13,790,"rock",NA,"anger-shell"," shell-armor"," regenerator","guillotine"," swords-dance"," body-slam"," take-down",70,100,115,35,55,75
951,"capsakid",61,3,30,"grass",NA,"chlorophyll"," insomnia"," klutz","headbutt"," take-down"," leer"," bite",50,62,40,62,40,50
952,"scovillain",170,9,150,"grass","fire","chlorophyll"," insomnia"," moody","headbutt"," take-down"," leer"," bite",65,108,65,108,65,75
953,"rellor",54,2,10,"bug",NA,"compound-eyes"," shed-skin",NA,"sand-attack"," tackle"," take-down"," dig",41,50,60,31,58,30
954,"rabsca",165,3,35,"bug","psychic","synchronize"," telepathy",NA,"sand-attack"," tackle"," take-down"," psybeam",75,50,85,115,100,45
955,"flittle",51,2,15,"psychic",NA,"anticipation"," frisk"," speed-boost","take-down"," growl"," psybeam"," peck",30,35,30,55,30,75
956,"espathra",168,19,900,"psychic",NA,"opportunist"," frisk"," speed-boost","body-slam"," take-down"," double-edge"," growl",95,60,60,101,60,105
957,"tinkatink",59,4,89,"fairy","steel","mold-breaker"," own-tempo"," pickpocket","swords-dance"," slam"," thunder-wave"," light-screen",50,45,45,35,64,58
958,"tinkatuff",133,7,591,"fairy","steel","mold-breaker"," own-tempo"," pickpocket","swords-dance"," slam"," thunder-wave"," light-screen",65,55,55,45,82,78
959,"tinkaton",253,7,1128,"fairy","steel","mold-breaker"," own-tempo"," pickpocket","swords-dance"," slam"," thunder-wave"," light-screen",85,75,77,70,105,94
960,"wiglett",49,12,18,"water",NA,"gooey"," rattled"," sand-veil","slam"," sand-attack"," headbutt"," wrap",10,55,25,35,25,95
961,"wugtrio",149,12,54,"water",NA,"gooey"," rattled"," sand-veil","slam"," sand-attack"," headbutt"," wrap",35,100,50,50,70,120
962,"bombirdier",243,15,429,"flying","dark","big-pecks"," keen-eye"," rocky-payload","wing-attack"," whirlwind"," fly"," take-down",70,103,85,60,85,82
963,"finizen",63,13,602,"water",NA,"water-veil"," water-veil",NA,"body-slam"," take-down"," supersonic"," mist",70,45,40,45,40,75
964,"palafin-zero",160,13,602,"water",NA,"zero-to-hero"," zero-to-hero",NA,"ice-punch"," body-slam"," take-down"," supersonic",100,70,72,53,62,100
965,"varoom",60,10,350,"steel","poison","overcoat"," slow-start",NA,"headbutt"," body-slam"," take-down"," double-edge",45,70,63,30,45,47
966,"revavroom",175,18,1200,"steel","poison","overcoat"," filter",NA,"headbutt"," body-slam"," take-down"," double-edge",80,119,90,54,67,90
967,"cyclizar",175,16,630,"dragon","normal","shed-skin"," regenerator",NA,"tackle"," body-slam"," take-down"," double-edge",70,95,65,85,65,121
968,"orthworm",240,25,3100,"steel",NA,"earth-eater"," sand-veil",NA,"tackle"," body-slam"," wrap"," take-down",70,85,145,60,55,65
969,"glimmet",70,7,80,"rock","poison","toxic-debris"," corrosion",NA,"rock-throw"," toxic"," harden"," confuse-ray",48,35,42,105,60,60
970,"glimmora",184,15,450,"rock","poison","toxic-debris"," corrosion",NA,"hyper-beam"," solar-beam"," rock-throw"," toxic",83,55,90,130,81,86
971,"greavard",58,6,350,"ghost",NA,"pickup"," fluffy",NA,"headbutt"," tackle"," take-down"," double-edge",50,61,60,30,55,34
972,"houndstone",171,20,150,"ghost",NA,"sand-rush"," fluffy",NA,"headbutt"," tackle"," take-down"," double-edge",72,101,100,50,97,68
973,"flamigo",175,16,370,"flying","fighting","scrappy"," tangled-feet"," costar","swords-dance"," wing-attack"," fly"," double-kick",82,115,74,75,64,90
974,"cetoddle",67,12,450,"ice",NA,"thick-fat"," snow-cloak"," sheer-force","tackle"," body-slam"," take-down"," double-edge",108,68,45,30,40,43
975,"cetitan",182,45,7000,"ice",NA,"thick-fat"," slush-rush"," sheer-force","ice-punch"," tackle"," body-slam"," take-down",170,113,65,45,55,73
976,"veluza",167,25,900,"water","psychic","mold-breaker"," sharpness",NA,"tackle"," body-slam"," take-down"," thrash",90,102,73,78,65,70
977,"dondozo",265,120,2200,"water",NA,"unaware"," oblivious"," water-veil","tackle"," body-slam"," take-down"," thrash",150,100,115,65,65,35
978,"tatsugiri-curly",166,3,80,"dragon","water","commander"," storm-drain",NA,"take-down"," water-gun"," hydro-pump"," surf",68,50,60,120,95,82
979,"annihilape",268,12,560,"fighting","ghost","vital-spirit"," inner-focus"," defiant","fire-punch"," ice-punch"," thunder-punch"," scratch",110,115,80,50,90,90
980,"clodsire",151,18,2230,"poison","ground","poison-point"," water-absorb"," unaware","slam"," body-slam"," take-down"," double-edge",130,75,60,45,100,20
